adm0_name,mkt_name,cm_name,mp_price,date,um_name
Philippines,Lingayen,Rice (paddy),0.30393640000000005,2008-1,KG
Philippines,Lingayen,Rice (paddy),0.32448246000000003,2008-2,KG
Philippines,Lingayen,Rice (paddy),0.3466034,2008-3,KG
Philippines,Lingayen,Rice (paddy),0.38319935000000005,2008-4,KG
Philippines,Lingayen,Rice (paddy),0.39703742000000003,2008-5,KG
Philippines,Lingayen,Rice (paddy),0.41836095999999995,2008-6,KG
Philippines,Lingayen,Rice (paddy),0.4245212400000001,2008-7,KG
Philippines,Lingayen,Rice (paddy),0.33029322,2008-8,KG
Philippines,Lingayen,Rice (paddy),0.30734829999999996,2008-9,KG
Philippines,Lingayen,Rice (paddy),0.27923506000000003,2008-10,KG
Philippines,Lingayen,Rice (paddy),0.28431744,2008-11,KG
Philippines,Lingayen,Rice (paddy),0.29391024,2008-12,KG
Philippines,Lingayen,Rice (paddy),0.3049998,2009-1,KG
Philippines,Lingayen,Rice (paddy),0.357578,2009-2,KG
Philippines,Lingayen,Rice (paddy),0.3430556,2009-3,KG
Philippines,Lingayen,Rice (paddy),0.3528528,2009-4,KG
Philippines,Lingayen,Rice (paddy),0.35228649999999995,2009-5,KG
Philippines,Lingayen,Rice (paddy),0.34675411999999994,2009-6,KG
Philippines,Lingayen,Rice (paddy),0.32729756,2009-7,KG
Philippines,Lingayen,Rice (paddy),0.30306984,2009-8,KG
Philippines,Lingayen,Rice (paddy),0.2997936,2009-9,KG
Philippines,Lingayen,Rice (paddy),0.29358336,2009-10,KG
Philippines,Lingayen,Rice (paddy),0.31087287,2009-11,KG
Philippines,Lingayen,Rice (paddy),0.34206848,2009-12,KG
Philippines,Lingayen,Rice (paddy),0.3477942,2010-1,KG
Philippines,Lingayen,Rice (paddy),0.33887616,2010-2,KG
Philippines,Lingayen,Rice (paddy),0.38176160000000003,2010-3,KG
Philippines,Lingayen,Rice (paddy),0.35028908000000003,2010-4,KG
Philippines,Lingayen,Rice (paddy),0.3548274,2010-5,KG
Philippines,Lingayen,Rice (paddy),0.32875478,2010-6,KG
Philippines,Lingayen,Rice (paddy),0.328472,2010-7,KG
Philippines,Lingayen,Rice (paddy),0.32815926,2010-8,KG
Philippines,Lingayen,Rice (paddy),0.333822,2010-9,KG
Philippines,Lingayen,Rice (paddy),0.33275592,2010-10,KG
Philippines,Lingayen,Rice (paddy),0.33980800000000005,2010-11,KG
Philippines,Lingayen,Rice (paddy),0.32902284000000004,2010-12,KG
Philippines,Lingayen,Rice (paddy),0.4143919000000001,2012-1,KG
Philippines,Lingayen,Rice (paddy),0.41423296000000004,2012-2,KG
Philippines,Lingayen,Rice (paddy),0.414143,2012-3,KG
Philippines,Lingayen,Rice (paddy),0.40916070000000004,2012-5,KG
Philippines,Lingayen,Rice (paddy),0.4102721200000001,2012-6,KG
Philippines,Lingayen,Rice (paddy),0.42992116,2012-7,KG
Philippines,Lingayen,Rice (paddy),0.42724076,2012-8,KG
Philippines,Lingayen,Rice (paddy),0.41978474,2012-9,KG
Philippines,Lingayen,Rice (paddy),0.398607,2012-10,KG
Philippines,Lingayen,Rice (paddy),0.40366788,2012-11,KG
Philippines,Lingayen,Rice (paddy),0.40756671999999994,2012-12,KG
Philippines,Lingayen,Rice (paddy),0.42778294,2013-1,KG
Philippines,Lingayen,Rice (paddy),0.43013250000000003,2013-2,KG
Philippines,Lingayen,Rice (paddy),0.43053684,2013-3,KG
Philippines,Tuguegarao,Rice (paddy),0.30320107,2008-1,KG
Philippines,Tuguegarao,Rice (paddy),0.32177228,2008-2,KG
Philippines,Tuguegarao,Rice (paddy),0.32139587999999997,2008-3,KG
Philippines,Tuguegarao,Rice (paddy),0.40857045000000003,2008-4,KG
Philippines,Tuguegarao,Rice (paddy),0.4522916,2008-5,KG
Philippines,Tuguegarao,Rice (paddy),0.43098392,2008-6,KG
Philippines,Tuguegarao,Rice (paddy),0.36942048,2008-7,KG
Philippines,Tuguegarao,Rice (paddy),0.27917112,2008-8,KG
Philippines,Tuguegarao,Rice (paddy),0.28036162,2008-9,KG
Philippines,Tuguegarao,Rice (paddy),0.27694112,2008-10,KG
Philippines,Tuguegarao,Rice (paddy),0.2554176,2008-11,KG
Philippines,Tuguegarao,Rice (paddy),0.28722095999999997,2008-12,KG
Philippines,Tuguegarao,Rice (paddy),0.3049998,2009-1,KG
Philippines,Tuguegarao,Rice (paddy),0.37103976,2009-2,KG
Philippines,Tuguegarao,Rice (paddy),0.32982936,2009-3,KG
Philippines,Tuguegarao,Rice (paddy),0.34307445,2009-4,KG
Philippines,Tuguegarao,Rice (paddy),0.34405944999999993,2009-5,KG
Philippines,Tuguegarao,Rice (paddy),0.33295087999999995,2009-6,KG
Philippines,Tuguegarao,Rice (paddy),0.32812932,2009-7,KG
Philippines,Tuguegarao,Rice (paddy),0.31136744,2009-8,KG
Philippines,Tuguegarao,Rice (paddy),0.29791989,2009-9,KG
Philippines,Tuguegarao,Rice (paddy),0.32452056,2009-10,KG
Philippines,Tuguegarao,Rice (paddy),0.2932362,2009-11,KG
Philippines,Tuguegarao,Rice (paddy),0.32438272,2009-12,KG
Philippines,Tuguegarao,Rice (paddy),0.3477942,2010-1,KG
Philippines,Tuguegarao,Rice (paddy),0.3522756,2010-2,KG
Philippines,Tuguegarao,Rice (paddy),0.3462998,2010-3,KG
Philippines,Tuguegarao,Rice (paddy),0.33125162999999996,2010-4,KG
Philippines,Tuguegarao,Rice (paddy),0.32807280000000005,2010-5,KG
Philippines,Tuguegarao,Rice (paddy),0.32875478,2010-6,KG
Philippines,Tuguegarao,Rice (paddy),0.3299847,2010-7,KG
Philippines,Tuguegarao,Rice (paddy),0.33480215999999996,2010-8,KG
Philippines,Tuguegarao,Rice (paddy),0.32906927999999996,2010-9,KG
Philippines,Tuguegarao,Rice (paddy),0.3357558,2010-10,KG
Philippines,Tuguegarao,Rice (paddy),0.33590480000000006,2010-11,KG
Philippines,Tuguegarao,Rice (paddy),0.34563326,2010-12,KG
Philippines,Tuguegarao,Rice (paddy),0.38546482000000004,2012-1,KG
Philippines,Tuguegarao,Rice (paddy),0.39030784,2012-2,KG
Philippines,Tuguegarao,Rice (paddy),0.38521132,2012-3,KG
Philippines,Tuguegarao,Rice (paddy),0.38864438000000007,2012-5,KG
Philippines,Tuguegarao,Rice (paddy),0.39342124,2012-6,KG
Philippines,Tuguegarao,Rice (paddy),0.40654032,2012-7,KG
Philippines,Tuguegarao,Rice (paddy),0.39825112,2012-8,KG
Philippines,Tuguegarao,Rice (paddy),0.39365308000000004,2012-9,KG
Philippines,Tuguegarao,Rice (paddy),0.39933174,2012-10,KG
Philippines,Tuguegarao,Rice (paddy),0.39490836,2012-11,KG
Philippines,Tuguegarao,Rice (paddy),0.39294112,2012-12,KG
Philippines,Tuguegarao,Rice (paddy),0.38161577999999996,2013-1,KG
Philippines,Tuguegarao,Rice (paddy),0.38810241,2013-2,KG
Philippines,Tuguegarao,Rice (paddy),0.39371783999999993,2013-3,KG
Philippines,Palayan,Rice (paddy),0.34364422,2008-1,KG
Philippines,Palayan,Rice (paddy),0.320294,2008-2,KG
Philippines,Palayan,Rice (paddy),0.41010696,2008-3,KG
Philippines,Palayan,Rice (paddy),0.36117915,2008-4,KG
Philippines,Palayan,Rice (paddy),0.442966,2008-5,KG
Philippines,Palayan,Rice (paddy),0.49590199999999995,2008-6,KG
Philippines,Palayan,Rice (paddy),0.4227366,2008-7,KG
Philippines,Palayan,Rice (paddy),0.32562555,2008-8,KG
Philippines,Palayan,Rice (paddy),0.27372204,2008-9,KG
Philippines,Palayan,Rice (paddy),0.26401164,2008-10,KG
Philippines,Palayan,Rice (paddy),0.28126464,2008-11,KG
Philippines,Palayan,Rice (paddy),0.2842944,2008-12,KG
Philippines,Palayan,Rice (paddy),0.33936,2009-1,KG
Philippines,Palayan,Rice (paddy),0.37314316,2009-2,KG
Philippines,Palayan,Rice (paddy),0.29469716,2009-3,KG
Philippines,Palayan,Rice (paddy),0.3228936,2009-4,KG
Philippines,Palayan,Rice (paddy),0.34068424999999997,2009-5,KG
Philippines,Palayan,Rice (paddy),0.36013907999999994,2009-6,KG
Philippines,Palayan,Rice (paddy),0.37096496,2009-7,KG
Philippines,Palayan,Rice (paddy),0.34040904,2009-8,KG
Philippines,Palayan,Rice (paddy),0.24816248000000002,2009-9,KG
Philippines,Palayan,Rice (paddy),0.32601408,2009-10,KG
Philippines,Palayan,Rice (paddy),0.34720866,2009-11,KG
Philippines,Palayan,Rice (paddy),0.36212672,2009-12,KG
Philippines,Palayan,Rice (paddy),0.3701555,2010-1,KG
Philippines,Palayan,Rice (paddy),0.37518431999999996,2010-2,KG
Philippines,Palayan,Rice (paddy),0.3338225,2010-3,KG
Philippines,Palayan,Rice (paddy),0.33147560000000004,2010-4,KG
Philippines,Palayan,Rice (paddy),0.35965199999999997,2010-5,KG
Philippines,Palayan,Rice (paddy),0.34667116,2010-6,KG
Philippines,Palayan,Rice (paddy),0.3667217,2010-7,KG
Philippines,Palayan,Rice (paddy),0.287859,2010-8,KG
Philippines,Palayan,Rice (paddy),0.32182704,2010-9,KG
Philippines,Palayan,Rice (paddy),0.340371,2010-10,KG
Philippines,Palayan,Rice (paddy),0.33429760000000003,2010-11,KG
Philippines,Palayan,Rice (paddy),0.37407576000000003,2010-12,KG
Philippines,Palayan,Rice (paddy),0.4442373000000001,2012-1,KG
